City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,murzuq,25.9155,13.9184,15.22,56,0,6.63,LY,1732491839
361,keene,42.9337,-72.2781,5.1,60,100,2.68,US,1732491839
362,yelovo,57.0538,54.9207,-2.17,85,53,3.11,RU,1732491840
363,manta,-0.95,-80.7333,25.88,73,20,4.39,EC,1732491840
364,moab,38.5733,-109.5498,12.03,28,100,1.37,US,1732491840
365,naze,28.3667,129.4833,19.51,65,87,7.44,JP,1732491840
366,gorontalo,0.5412,123.0595,27.46,86,99,0.43,ID,1732491840
367,buulobarde,3.8538,45.5674,24.86,86,46,3.47,SO,1732491841
368,vanimo,-2.6741,141.3028,30.39,65,72,1.42,PG,1732491841
369,shakawe,-18.3667,21.85,19.48,85,9,1.94,BW,1732491841
370,pisco,-13.7,-76.2167,21.03,78,0,6.69,PE,1732491841
371,camocim,-2.9022,-40.8411,26.19,77,22,5.64,BR,1732491841
372,birao,10.2849,22.7882,19.07,21,43,2.54,CF,1732491842
373,kemijarvi,66.7131,27.4306,-2.22,81,100,5.3,FI,1732491842
374,itoman,26.1247,127.6694,22.01,71,20,2.57,JP,1732491819
375,khorol,49.7837,33.2783,-2.18,82,17,2.51,UA,1732491842
376,nar'yan-mar,67.6713,53.087,-2.75,90,94,11.49,RU,1732491842
377,zaozersk,69.4005,32.4476,-4.8,88,58,5.78,RU,1732491842
378,morteros,-30.7116,-61.9986,30.37,51,51,1.08,AR,1732491742
379,kidal,18.4411,1.4078,23.07,15,0,3.94,ML,1732491843
380,puerto quijarro,-17.7833,-57.7667,29.43,56,82,1.41,BO,1732491843
381,kiunga,-6.1219,141.2906,27.68,82,100,0.47,PG,1732491843
382,ust'-ilimsk,58.0006,102.6619,-15.39,98,99,0.66,RU,1732491843
383,nova vicosa,-17.8919,-39.3719,23.72,71,94,5.73,BR,1732491843
384,haiku-pauwela,20.9219,-156.3051,25.68,73,20,4.12,US,1732491844
385,urangan,-25.3,152.9,24.35,58,41,5.78,AU,1732491844
386,namdrik,5.5994,168.1028,29.04,73,96,9.46,MH,1732491844
387,punta cana,18.5818,-68.4043,27.87,78,40,6.69,DO,1732491844
388,guiratinga,-16.3494,-53.7583,23.83,80,58,1.55,BR,1732491844
389,pacific grove,36.6177,-121.9166,16.34,84,20,6.71,US,1732491793
390,portland,45.5234,-122.6762,8.12,94,100,3.09,US,1732491661
391,greymouth,-42.4667,171.2,14.52,80,100,1.97,NZ,1732491845
392,shchastya,48.7396,39.2323,-0.05,76,97,6.35,UA,1732491845
393,yakeshi,49.2833,120.7333,-8.0,96,100,0.52,CN,1732491845
394,puerto el triunfo,13.2833,-88.55,25.15,72,1,0.82,SV,1732491845
395,leh,34.1667,77.5833,-8.12,66,1,0.88,IN,1732491845
396,khandyga,62.6667,135.6,-29.6,98,42,0.74,RU,1732491845
397,nathdwara,24.9333,73.8167,16.4,35,12,1.43,IN,1732491846
398,saint john,45.2727,-66.0677,4.57,75,100,7.2,CA,1732491843
399,akureyri,65.6835,-18.0878,-2.04,80,100,5.66,IS,1732491846
400,rustaq,23.3908,57.4244,23.44,44,0,0.71,OM,1732491846
401,chonchi,-42.6128,-73.8092,13.4,81,60,2.41,CL,1732491846
402,ketchikan,55.3422,-131.6461,2.99,41,0,2.57,US,1732491846
403,lib,8.3122,167.3766,28.53,77,51,8.28,MH,1732491847
404,faya-largeau,17.9257,19.1043,21.14,24,0,8.86,TD,1732491847
405,manaure balcon del cesar,10.3928,-73.0325,26.04,96,93,2.39,CO,1732491847
406,grande prairie,55.1667,-118.8027,-17.9,85,75,0.0,CA,1732491587
407,kwale,5.7063,6.4374,22.75,69,33,0.97,NG,1732491847
408,remire-montjoly,4.9167,-52.2667,26.02,94,75,0.0,GF,1732491847
409,santiago de cao,-7.9589,-79.2392,18.07,82,20,5.14,PE,1732491847
410,napili-honokowai,20.9708,-156.6705,25.77,81,45,4.42,US,1732491848
411,luanda,-8.8368,13.2343,26.0,83,0,2.06,AO,1732491712
412,adh dhibiyah,24.5014,45.9686,19.2,40,63,4.33,SA,1732491848
413,mangai,-4.05,19.5333,21.53,91,78,0.31,CD,1732491848
414,cockburn town,21.4612,-71.1419,25.98,83,75,7.72,TC,1732491848
415,arteche,12.2645,125.4048,26.88,86,40,5.22,PH,1732491848
416,boden,65.8252,21.6886,0.9,96,100,7.65,SE,1732491848
417,pemangkat,1.1667,108.9667,26.33,86,100,2.12,ID,1732491821
418,arys,42.4252,68.795,3.25,40,0,2.78,KZ,1732491849
419,kadugli,11.0167,29.7167,23.06,18,2,4.8,SD,1732491849
420,brisas de zicatela,15.8369,-97.0419,28.29,78,0,2.06,MX,1732491849
421,vernon,50.2581,-119.2691,3.85,81,100,0.51,CA,1732491621
422,oskarshamn,57.2645,16.4484,9.43,89,100,6.57,SE,1732491849
423,ebon,4.582,168.6964,29.17,69,82,8.08,MH,1732491850
424,taltal,-25.4,-70.4833,17.64,81,34,1.74,CL,1732491620
425,qamdo,31.1667,97.2333,-8.67,25,99,2.26,CN,1732491850
426,gamboma,-1.8764,15.8644,24.53,70,84,1.23,CG,1732491850
427,gargalianoi,37.0667,21.6333,8.97,45,0,1.23,GR,1732491850
428,lake city,30.1897,-82.6393,12.03,66,0,0.0,US,1732491851
429,murun-kuren,49.6342,100.1625,-12.61,56,92,2.27,MN,1732491851
430,along,28.1667,94.7667,9.26,83,82,0.78,IN,1732491851
431,guadalupe y calvo,26.1,-106.9667,12.1,64,75,1.32,MX,1732491851
432,geraldton,-28.7667,114.6,21.23,73,100,11.28,AU,1732491795
433,arenapolis,-14.4503,-56.8461,23.81,90,93,1.03,BR,1732491851
434,turinsk,58.0458,63.696,-2.46,75,0,3.52,RU,1732491852
435,sagalo,12.2007,-10.6996,21.98,21,4,1.52,ML,1732491852
436,ifanadiana,-21.3,47.6333,21.51,96,87,0.64,MG,1732491852
437,conceicao da barra,-18.5933,-39.7322,21.38,79,30,3.32,BR,1732491637
438,whitehorse,60.7161,-135.0538,-16.1,84,40,8.75,CA,1732491852
439,palmer,42.1584,-72.3287,6.95,57,75,11.83,US,1732491852
440,bataipora,-22.2953,-53.2711,24.89,59,29,2.26,BR,1732491852
441,popondetta,-8.7537,148.2534,31.71,57,81,0.98,PG,1732491853
442,halifax,44.6453,-63.5724,6.0,83,100,8.49,CA,1732491700
443,qandala,11.472,49.8728,24.83,86,44,2.11,SO,1732491853
444,bezenchuk,52.982,49.4333,-0.31,73,75,2.76,RU,1732491853
445,eufaula,31.8913,-85.1455,14.41,69,0,2.04,US,1732491853
446,papao,-17.75,-149.55,29.82,82,41,6.94,PF,1732491853
447,nema,57.5067,50.5011,1.15,99,100,2.54,RU,1732491854
448,ko pha ngan,9.7578,100.0291,24.38,78,97,7.6,TH,1732491854
449,sokur,55.2093,83.319,-10.94,95,90,2.72,RU,1732491854
450,ribeira brava,32.65,-17.0667,19.84,74,11,3.33,PT,1732491854
451,kiruna,67.8557,20.2251,-6.49,93,100,3.09,SE,1732491812
452,port alfred,-33.5906,26.891,21.21,98,15,1.79,ZA,1732491774
453,pullman,46.7313,-117.1796,6.34,77,100,5.14,US,1732491855
454,vrede,-27.4257,29.1659,15.25,69,48,1.52,ZA,1732491855
455,nizhneangarsk,55.7833,109.55,-18.42,74,62,2.09,RU,1732491855
456,kurmuk,10.55,34.2833,26.32,41,82,1.14,SD,1732491855
457,piranshahr,36.701,45.1413,5.03,93,73,4.34,IR,1732491855
458,saint-francois,46.4154,3.9054,15.69,55,0,12.35,FR,1732491856
459,kabinda,-6.1333,24.4833,17.99,97,47,0.56,CD,1732491856
460,viedma,-40.8135,-62.9967,15.35,63,2,4.46,AR,1732491856
461,bedford,52.1346,-0.4663,10.13,49,100,1.79,GB,1732491856
462,alesund,62.4723,6.1549,8.08,71,40,5.14,NO,1732491856
463,marsh harbour,26.5412,-77.0636,22.71,58,13,3.27,BS,1732491856
464,valparaiso,-33.0393,-71.6273,23.8,42,0,7.72,CL,1732491637
465,jitra,6.2681,100.4217,24.95,94,20,0.51,MY,1732491587
466,nouadhibou,20.931,-17.0347,19.99,88,0,5.14,MR,1732491857
467,magadan,59.5667,150.8,-11.32,59,70,5.0,RU,1732491857
468,pocito,-31.6833,-68.5833,27.16,46,17,6.54,AR,1732491857
469,barranca,-10.75,-77.7667,19.82,79,76,3.41,PE,1732491858
470,cuiaba,-15.5961,-56.0967,28.96,79,40,1.54,BR,1732491584
471,rawson,-43.3002,-65.1023,15.16,58,0,3.6,AR,1732491858
472,bathsheba,13.2167,-59.5167,29.34,74,40,9.26,BB,1732491858
473,onega,63.9061,38.1404,-3.09,87,55,3.74,RU,1732491858
474,beloyarskiy,63.7119,66.6722,1.25,87,80,5.7,RU,1732491858
475,zliten,32.4674,14.5687,18.18,55,98,4.53,LY,1732491859
476,hotan,37.0997,79.9269,2.62,39,92,0.79,CN,1732491859
477,bonthe,7.5264,-12.505,26.75,83,2,2.09,SL,1732491859
478,hailey,43.5196,-114.3153,1.92,64,0,3.09,US,1732491859
479,lerwick,60.1545,-1.1494,8.83,84,13,10.46,GB,1732491731
480,port augusta,-32.5,137.7667,23.81,68,54,0.85,AU,1732491859
481,tromso,69.6496,18.957,-0.99,80,0,1.54,NO,1732491860
482,mugia,43.1041,-9.2179,11.06,74,100,3.99,ES,1732491860
483,berrahal,36.8353,7.4533,14.13,55,3,2.17,DZ,1732491860
484,lagunas,-5.2269,-75.6753,26.98,75,100,0.83,PE,1732491860
485,ta`u,-14.2336,-169.5144,27.36,74,57,3.2,AS,1732491860
486,spring creek,40.7266,-115.5859,-0.17,55,0,2.32,US,1732491861
487,sabha,27.0377,14.4283,14.38,53,47,5.48,LY,1732491861
488,dakhla,23.6848,-15.958,20.01,94,75,0.0,EH,1732491861
489,north bend,43.4065,-124.2243,11.95,66,100,3.6,US,1732491861
490,lamarque,-39.423,-65.7021,24.7,17,2,5.73,AR,1732491861
491,monguno,12.6786,13.6079,22.65,47,23,5.74,NG,1732491861
492,jinghong,21.991,100.7341,15.19,93,22,0.69,CN,1732491862
493,tegal,-6.8694,109.1402,27.48,71,98,1.61,ID,1732491862
494,tidjikja,18.5564,-11.4271,24.9,14,11,4.64,MR,1732491862
495,siniscola,40.5719,9.6922,10.04,80,2,2.28,IT,1732491862
496,calvi,42.5,8.8333,6.35,87,75,2.57,FR,1732491741
497,otake,34.2,132.2167,8.69,61,75,3.6,JP,1732491863
498,kotputli,27.7167,76.2,17.89,32,0,1.68,IN,1732491863
499,san blas,21.5167,-105.2667,24.64,73,16,2.09,MX,1732491863
500,lubao,14.9167,120.55,25.84,78,42,4.67,PH,1732491863
501,chinde,26.8212,87.7095,14.64,68,21,2.43,NP,1732491863
502,axim,4.8699,-2.2405,25.98,87,36,2.79,GH,1732491864
503,yuzhno-kurilsk,44.0306,145.8556,2.42,100,100,6.02,RU,1732491864
504,askoy,60.4092,5.226,9.16,91,75,8.75,NO,1732491864
505,colonia,50.9333,6.95,16.18,65,0,6.69,DE,1732491616
506,port-vila,-17.7338,168.3219,27.78,78,75,4.63,VU,1732491864
507,staryye ozinki,51.1786,49.6769,-1.19,73,16,3.42,RU,1732491865
508,luderitz,-26.6481,15.1594,15.08,91,7,5.87,NA,1732491865
509,leme,-22.1856,-47.3903,23.82,74,50,5.09,BR,1732491865
510,meiganga,6.5167,14.3,18.38,38,58,2.04,CM,1732491865
511,severo-yeniseyskiy,60.3725,93.0408,-13.17,93,97,1.99,RU,1732491865
512,midvagur,62.0511,-7.1939,3.46,87,75,13.89,FO,1732491865
513,burley,42.5357,-113.7928,5.98,49,0,2.57,US,1732491866
514,carnot,4.9409,15.8665,21.36,43,27,1.05,CF,1732491866
515,hami,42.8,93.45,-5.38,56,95,2.85,CN,1732491866
516,dunedin,-45.8742,170.5036,15.45,80,18,2.68,NZ,1732491866
517,pariaman,-0.619,100.12,24.03,91,100,1.7,ID,1732491866
518,dunkwa,5.9656,-1.78,23.68,92,27,1.0,GH,1732491866
519,slavutych,51.5196,30.7343,-7.02,98,30,2.48,UA,1732491867
520,jessheim,60.1415,11.1752,5.61,99,100,4.8,NO,1732491867
521,tosontsengel,48.7567,98.2839,-18.89,98,90,0.86,MN,1732491867
522,el granada,37.5027,-122.4694,17.27,67,75,2.57,US,1732491867
523,mazatlan,23.2167,-106.4167,27.98,82,0,3.09,MX,1732491757
524,turpan,42.9333,89.1667,1.27,39,99,0.8,CN,1732491792
525,tavsanli,39.5424,29.4987,-5.92,96,15,0.38,TR,1732491868
526,solnechnyy,50.7214,136.6319,-8.61,66,11,1.73,RU,1732491868
527,san antonio de pale,-1.4014,5.6325,25.96,84,88,4.78,GQ,1732491868
528,murray,40.6669,-111.888,6.46,58,0,2.06,US,1732491869
529,twon-brass,4.3151,6.2418,27.44,79,34,4.89,NG,1732491869
530,fort mcmurray,56.7268,-111.381,-13.23,85,100,2.57,CA,1732491869
531,uva,56.9908,52.1852,-2.45,89,90,1.71,RU,1732491869
532,ilha solteira,-20.4328,-51.3425,26.09,54,25,3.36,BR,1732491584
533,puerto madero,14.7208,-92.4215,28.11,78,40,4.12,MX,1732491870
534,olavarria,-36.8927,-60.3225,18.78,97,99,2.01,AR,1732491646
535,corner brook,48.9667,-57.9484,7.0,97,100,1.52,CA,1732491870
536,taro,-8.3862,115.28,25.56,75,100,0.62,ID,1732491870
537,perelyub,51.8667,50.3667,-0.89,70,33,3.41,RU,1732491870
538,suihua,46.6406,126.9969,-1.35,60,96,4.02,CN,1732491871
539,broome,42.2506,-75.833,5.51,68,100,4.63,US,1732491871
540,santana,-0.0583,-51.1817,30.1,79,0,7.2,BR,1732491871
541,groningen,53.25,6.75,16.68,68,100,9.26,NL,1732491871
542,crowley,30.2141,-92.3746,21.0,82,11,3.59,US,1732491871
543,hengchun,22.0042,120.7439,23.75,77,14,8.89,TW,1732491871
544,tecumseh,42.0039,-83.9449,5.06,84,0,1.54,US,1732491872
545,afif,23.9065,42.9172,19.53,69,71,2.72,SA,1732491872
546,tazacorte,28.629,-17.9293,20.54,88,40,4.02,ES,1732491872
547,lengshuitan,26.4111,111.5956,13.96,77,59,3.5,CN,1732491872
548,port hedland,-20.3167,118.5667,31.03,51,47,3.6,AU,1732491872
549,ulan bator,47.9077,106.8832,-26.93,69,0,2.0,MN,1732491872
550,uturoa,-16.7333,-151.4333,26.83,79,58,5.66,PF,1732491792
551,gandajika,-6.75,23.95,18.0,97,59,0.44,CD,1732491873
552,bengkulu,-3.8004,102.2655,25.26,87,38,3.31,ID,1732491873
553,yemetsk,63.4721,41.7941,-1.18,84,93,4.19,RU,1732491873
554,kaohsiung,22.6163,120.3133,24.46,86,40,1.03,TW,1732491874
